Date,Stock Price,Interest Rate (%),Inflation Rate (%),GDP Growth Rate (%),Market Index
2014-05-24,18124.07,5.62,3.89,4.51,13618.65
2014-05-25,38357.69,3.58,5.94,6.86,39640.79
2014-05-26,18042.57,3.65,3.76,7.21,28158.64
2014-05-27,51016.04,5.68,2.84,9.99,38882.02
2014-05-28,25517.04,7.68,2.17,4.41,22326.3
2014-05-29,39300.54,4.54,3.93,6.66,25122.45
2014-05-30,54603.56,7.35,6.52,5.42,35106.16
2014-05-31,44289.48,6.82,3.19,6.68,42205.78
2014-06-01,38983.1,4.24,3.03,4.62,14896.13
2014-06-02,29595.02,3.18,6.85,3.33,40428.78
2014-06-03,29985.09,3.51,2.13,7.01,38169.42
2014-06-04,45126.91,6.64,5.93,5.35,22412.8
2014-06-05,59736.27,4.0,3.61,4.27,23722.15
2014-06-06,44782.76,4.86,2.19,5.27,13533.23
2014-06-07,40100.25,5.51,6.59,3.34,12519.44
2014-06-08,47879.27,6.63,2.7,9.65,27741.2
2014-06-09,35934.25,3.57,4.76,7.07,15152.81
2014-06-10,17706.41,5.03,3.37,8.7,18402.06
2014-06-11,40303.36,5.43,2.33,5.96,39943.32
2014-06-12,58093.14,5.7,2.25,9.32,30843.94
2014-06-13,22888.63,7.09,2.58,6.38,32909.87
2014-06-14,46050.22,3.86,2.36,7.02,18186.82
2014-06-15,24042.02,7.04,5.8,6.44,39345.84
2014-06-16,39112.25,6.46,4.43,8.13,40643.33
2014-06-17,19350.44,5.78,3.71,6.97,29269.81
2014-06-18,35266.69,6.5,4.09,4.9,42114.41
2014-06-19,49027.35,5.06,6.64,4.02,39879.34
2014-06-20,30640.72,3.69,6.55,7.24,36133.7
2014-06-21,44921.03,6.33,5.58,6.42,36224.51
2014-06-22,50795.25,5.62,6.42,3.67,15477.98
2014-06-23,56723.0,6.2,3.6,5.77,20937.59
2014-06-24,25558.89,4.69,3.91,6.6,14205.96
2014-06-25,32969.22,7.53,5.07,8.79,12286.48
2014-06-26,21858.72,5.94,5.12,3.53,17224.21
2014-06-27,59661.76,3.43,4.41,5.44,41056.08
2014-06-28,56715.04,5.25,4.0,8.76,19915.84
2014-06-29,39298.07,6.78,6.93,7.54,44015.08
2014-06-30,52891.5,6.97,6.11,5.03,31710.6
2014-07-01,38443.11,5.47,4.17,8.92,19829.53
2014-07-02,43061.36,7.47,5.64,6.45,28405.32
2014-07-03,19010.6,4.34,3.35,6.49,19230.13
2014-07-04,48987.17,5.05,2.5,9.84,44471.13
2014-07-05,20747.11,7.49,3.76,9.63,39959.74
2014-07-06,52173.04,7.48,4.01,5.51,12865.88
2014-07-07,50191.26,6.43,2.08,3.98,43276.61
2014-07-08,46893.51,7.29,6.07,5.28,35795.15
2014-07-09,16627.22,3.44,3.8,3.21,14718.58
2014-07-10,28640.78,7.32,4.9,3.15,34131.05
2014-07-11,26840.07,4.6,2.37,5.77,33348.58
2014-07-12,31206.14,3.89,2.87,9.59,19220.03
2014-07-13,18943.92,4.2,6.45,9.1,37028.74
2014-07-14,57163.1,5.09,5.04,6.58,14873.14
2014-07-15,39921.1,4.26,6.75,6.96,28151.69
2014-07-16,28748.59,4.6,6.99,3.04,12327.47
2014-07-17,32864.17,3.67,3.86,4.51,43968.34
2014-07-18,35124.11,4.48,3.49,3.17,36801.6
2014-07-19,42026.75,5.86,6.29,8.28,17242.12
2014-07-20,38205.57,5.21,6.99,4.02,23275.24
2014-07-21,56372.64,4.73,5.15,9.08,17298.56
2014-07-22,37363.36,6.73,5.98,7.5,37298.38
2014-07-23,59647.11,7.47,5.91,4.61,13943.58
2014-07-24,53314.12,6.78,3.78,4.1,39733.42
2014-07-25,24382.97,4.66,4.87,7.39,43092.48
2014-07-26,56876.78,6.72,6.17,9.31,34328.72
2014-07-27,20236.49,3.76,5.44,8.03,19027.86
2014-07-28,51785.24,3.65,2.11,5.44,23882.97
2014-07-29,32128.05,4.73,3.68,7.11,27748.92
2014-07-30,54508.84,7.04,2.72,5.18,31952.62
2014-07-31,54062.55,4.23,3.16,9.99,34065.88
2014-08-01,51266.64,3.32,6.53,8.24,30289.09
2014-08-02,50551.37,3.66,2.18,7.3,23593.36
2014-08-03,28710.56,7.29,3.1,5.96,41400.27
2014-08-04,18641.37,6.17,3.55,7.33,14685.94
2014-08-05,33134.11,4.27,5.08,5.39,27386.45
2014-08-06,22808.6,5.78,4.67,3.2,37593.64
2014-08-07,46272.8,5.64,3.09,5.77,14008.8
2014-08-08,30574.49,6.28,2.82,9.51,35276.06
2014-08-09,58902.46,4.17,3.18,7.38,39050.48
2014-08-10,43843.74,7.32,4.51,3.59,33807.43
2014-08-11,52011.63,4.55,3.36,9.19,12426.92
2014-08-12,20963.61,6.47,6.74,4.88,17944.52
2014-08-13,53790.65,3.08,4.32,4.71,23289.73
2014-08-14,56524.07,4.86,2.29,5.08,19711.77
2014-08-15,36917.79,4.76,5.65,7.04,43767.52
2014-08-16,42281.38,5.72,3.64,6.81,33502.6
2014-08-17,49416.44,3.36,5.27,6.44,21800.04
2014-08-18,22867.74,6.95,3.4,8.02,42680.02
2014-08-19,37615.47,4.09,4.85,5.22,36439.61
2014-08-20,32939.84,6.39,5.86,8.47,21392.04
2014-08-21,21586.83,7.02,6.64,4.23,24503.09
2014-08-22,31539.05,5.81,3.31,8.48,18581.15
2014-08-23,18067.75,6.7,3.67,7.65,44045.44
2014-08-24,16161.54,6.31,4.32,7.78,29070.78
2014-08-25,21082.48,4.78,6.64,6.37,41569.87
2014-08-26,58340.18,7.04,6.51,7.67,23434.49
2014-08-27,39728.83,4.47,2.45,3.56,40407.77
2014-08-28,58462.0,5.86,2.66,8.96,13778.27
2014-08-29,34462.4,6.73,4.48,3.39,44408.98
2014-08-30,29031.73,4.89,2.53,4.04,42097.13
2014-08-31,37776.38,4.51,3.73,7.04,23985.7
2014-09-01,34778.03,5.3,2.74,8.18,37565.83
2014-09-02,19754.91,7.09,5.18,3.53,36824.51
2014-09-03,43837.18,7.65,6.75,9.45,41741.41
2014-09-04,24721.72,5.73,6.98,9.82,22139.41
2014-09-05,42881.46,6.31,3.88,7.24,27362.16
2014-09-06,44259.05,7.52,5.0,6.37,40544.99
2014-09-07,21841.12,3.49,6.28,8.19,37693.12
2014-09-08,17760.73,4.16,2.59,5.3,24984.4
2014-09-09,50134.27,6.54,5.45,6.45,39908.93
2014-09-10,35691.02,7.12,4.04,9.41,13549.48
2014-09-11,17617.37,7.29,3.03,9.69,37807.53
2014-09-12,59768.98,5.08,4.01,9.49,18823.27
2014-09-13,17600.13,3.45,2.38,4.84,21441.99
2014-09-14,46276.59,5.19,5.48,4.63,28276.09
2014-09-15,59265.55,4.15,3.26,5.08,26841.24
2014-09-16,25763.1,4.46,3.56,6.09,29178.81
2014-09-17,21401.22,6.86,2.61,5.2,29977.59
2014-09-18,20462.32,3.38,6.32,5.62,22940.41
2014-09-19,28647.38,7.14,4.47,7.34,17782.51
2014-09-20,19547.06,5.14,4.86,8.34,37359.88
2014-09-21,46147.26,5.98,4.85,8.15,25199.21
2014-09-22,17803.13,3.45,4.05,8.7,28692.75
2014-09-23,37924.0,4.69,2.96,3.23,33274.99
2014-09-24,59851.36,3.45,5.73,3.33,42018.05
2014-09-25,51628.66,7.81,2.64,8.53,35349.24
2014-09-26,42684.87,7.04,2.52,6.73,13500.15
2014-09-27,28781.41,5.3,5.55,7.05,39672.49
2014-09-28,43075.31,4.12,3.04,3.37,44648.72
2014-09-29,38716.87,7.67,3.53,4.79,27592.01
2014-09-30,34173.75,4.72,4.38,7.47,43996.48
2014-10-01,20881.97,3.8,4.25,9.01,30061.85
2014-10-02,54897.19,5.82,5.54,9.42,27167.33
2014-10-03,35240.31,7.72,5.12,6.5,22936.36
2014-10-04,23758.01,3.02,5.22,6.82,33699.31
2014-10-05,31549.17,4.19,5.57,8.83,19584.07
2014-10-06,33635.84,7.69,3.46,6.76,15462.83
2014-10-07,52239.21,3.86,3.61,6.62,12898.82
2014-10-08,48012.65,3.57,4.19,9.34,21648.54
2014-10-09,49618.72,5.85,3.54,8.53,25060.44
2014-10-10,15496.41,7.31,6.92,9.36,30218.53
2014-10-11,33726.93,5.39,6.07,4.53,21660.74
2014-10-12,36660.49,7.97,2.82,6.67,44473.97
2014-10-13,15863.65,6.4,2.03,8.9,21627.59
2014-10-14,26691.59,3.37,2.21,3.78,26552.19
2014-10-15,49213.04,7.96,3.22,8.56,15408.11
2014-10-16,21169.94,5.04,2.57,4.28,20600.67
2014-10-17,39088.96,4.44,4.67,8.66,13594.96
2014-10-18,24684.08,5.79,6.29,7.28,30463.78
2014-10-19,15545.43,4.52,5.68,4.35,36785.13
2014-10-20,25854.07,3.43,3.08,6.31,18458.42
2014-10-21,58914.32,3.01,4.0,7.77,24141.06
2014-10-22,51069.17,5.25,4.54,7.44,12548.34
2014-10-23,58180.95,7.18,6.05,5.99,39704.23
2014-10-24,36953.43,5.86,6.2,9.3,37738.8
2014-10-25,19938.13,8.0,6.55,6.63,14087.38
2014-10-26,39658.18,4.43,4.55,6.54,24040.63
2014-10-27,35446.98,4.4,5.47,3.44,43524.46
2014-10-28,52996.07,3.8,2.56,9.45,24936.89
2014-10-29,19413.72,3.82,4.83,4.24,29364.89
2014-10-30,36970.85,4.43,3.24,6.7,23723.01
2014-10-31,21752.19,6.96,4.16,8.62,31672.34
2014-11-01,29610.42,7.53,5.17,4.51,44279.18
2014-11-02,48181.07,7.88,3.28,6.69,44917.58
2014-11-03,36420.82,4.16,2.26,4.68,37565.59
2014-11-04,31914.97,7.41,2.05,8.32,25342.27
2014-11-05,32751.43,4.64,2.11,6.95,28316.26
2014-11-06,35675.1,3.56,2.04,8.99,23772.13
2014-11-07,50325.74,7.35,2.55,9.26,44523.96
2014-11-08,55143.81,6.18,3.2,7.54,35356.09
2014-11-09,57990.06,3.82,3.11,8.08,26814.74
2014-11-10,50410.65,5.15,6.93,6.84,12399.8
2014-11-11,29193.31,4.44,3.53,5.69,29175.95
2014-11-12,45966.06,6.68,2.64,7.54,44469.63
2014-11-13,34692.14,5.27,4.73,9.36,29261.01
2014-11-14,26460.18,7.95,6.29,5.92,18020.08
2014-11-15,52839.22,3.27,5.39,5.2,12729.09
2014-11-16,16729.19,4.78,3.48,5.72,23705.22
2014-11-17,55579.29,5.41,4.81,6.05,42301.53
2014-11-18,35766.49,5.52,5.57,3.51,44886.29
2014-11-19,43674.07,4.58,5.64,6.49,43197.14
2014-11-20,44670.93,6.65,5.33,6.46,36070.86
2014-11-21,55280.3,7.37,6.35,7.12,30418.71
2014-11-22,43650.14,7.69,6.35,5.54,31492.64
2014-11-23,42627.01,7.03,4.89,7.29,29786.74
2014-11-24,17999.34,7.25,4.15,9.15,35332.63
2014-11-25,38328.36,5.75,5.21,9.69,25822.82
2014-11-26,21757.61,7.13,6.09,7.09,34083.73
2014-11-27,48184.52,4.52,2.03,3.3,16013.2
2014-11-28,38049.99,4.99,6.96,9.78,20767.95
2014-11-29,45610.25,4.58,2.91,7.94,39588.1
2014-11-30,16875.28,5.34,4.35,5.35,41823.71
2014-12-01,18815.64,4.43,6.36,4.03,29787.27
2014-12-02,47234.55,7.81,3.13,4.0,13043.98
2014-12-03,18243.8,4.56,4.38,4.17,42590.13
2014-12-04,18206.55,3.49,2.66,3.32,35168.12
2014-12-05,15544.88,5.63,3.98,9.32,25662.92
2014-12-06,58042.56,3.29,2.89,6.79,31746.51
2014-12-07,48187.88,3.55,3.82,7.9,26182.57
2014-12-08,30896.31,4.1,3.87,8.8,27356.19
2014-12-09,28344.1,5.32,6.97,8.54,41264.73
2014-12-10,30736.65,5.17,6.97,9.18,17315.78
2014-12-11,49859.41,7.0,2.57,9.77,15421.08
2014-12-12,44761.68,6.7,5.63,6.07,12090.05
2014-12-13,23333.8,5.13,2.26,9.65,22362.01
2014-12-14,22834.92,4.67,2.15,8.06,16864.65
2014-12-15,19427.8,4.58,2.53,3.49,19259.52
2014-12-16,44713.62,6.87,6.83,7.77,12370.89
2014-12-17,49396.77,3.26,6.7,7.81,19497.45
2014-12-18,26927.09,3.06,2.97,9.34,22979.48
2014-12-19,15942.52,6.98,2.81,5.61,13041.73
2014-12-20,18697.73,5.39,3.2,7.09,32060.84
2014-12-21,58553.7,3.65,4.58,3.09,30770.41
2014-12-22,28295.01,4.18,4.85,5.32,15202.18
2014-12-23,49615.04,7.66,3.11,3.44,31635.32
2014-12-24,43109.86,7.3,5.78,6.65,44955.58
2014-12-25,32187.28,6.55,3.55,8.72,43167.48
2014-12-26,24255.93,5.41,6.61,4.45,12088.14
2014-12-27,20462.39,5.6,5.28,6.69,38247.48
2014-12-28,42675.58,7.88,4.18,4.43,23668.97
2014-12-29,49858.52,7.83,5.95,3.84,14100.5
2014-12-30,43975.69,4.08,6.09,6.58,21767.45
2014-12-31,38863.6,7.06,3.45,3.55,22617.31
2015-01-01,16887.81,3.99,3.7,7.11,29267.06
2015-01-02,58581.99,4.07,6.68,3.22,33815.76
2015-01-03,50942.14,6.38,2.82,3.75,36718.84
2015-01-04,28176.99,5.03,2.21,6.85,20114.8
2015-01-05,59098.66,7.66,4.27,7.14,22618.43
2015-01-06,42084.67,3.45,6.01,3.2,22176.6
2015-01-07,41209.02,5.56,5.86,7.01,23970.32
2015-01-08,48663.29,7.59,6.6,8.87,44988.66
2015-01-09,51529.64,7.52,4.67,8.06,37672.13
2015-01-10,44541.54,3.78,2.5,3.92,44174.69
2015-01-11,20764.31,4.83,4.94,7.15,34872.66
2015-01-12,30222.04,6.1,5.89,7.71,25406.93
2015-01-13,56763.76,3.8,2.47,3.26,24861.56
2015-01-14,25107.7,7.84,2.86,8.99,28123.18
2015-01-15,31747.52,7.57,2.06,9.34,25756.7
2015-01-16,34443.46,3.83,4.97,8.95,39334.77
2015-01-17,34773.22,3.61,6.43,8.77,27345.07
2015-01-18,42582.28,3.43,5.35,8.21,21755.27
2015-01-19,57438.41,7.55,6.91,7.43,37570.39
2015-01-20,25831.17,3.97,2.32,7.75,40195.87
2015-01-21,20467.56,5.08,6.52,8.64,25874.16
2015-01-22,23886.17,5.24,6.07,7.64,34037.68
2015-01-23,54911.62,6.0,3.57,5.29,13940.55
2015-01-24,44061.49,3.36,6.87,5.63,29472.34
2015-01-25,27865.81,4.13,3.44,9.28,13484.38
2015-01-26,51717.61,7.66,6.45,3.12,12963.3
2015-01-27,53761.65,7.54,6.4,7.89,32226.52
2015-01-28,53093.15,6.91,5.79,9.68,22010.07
2015-01-29,56351.69,3.1,4.82,7.94,36503.73
2015-01-30,26350.85,4.64,2.6,9.96,41570.72
2015-01-31,48976.89,6.14,4.66,7.81,16599.91
2015-02-01,35724.28,4.38,3.78,3.24,35909.25
2015-02-02,52889.93,7.55,5.96,8.79,28979.16
2015-02-03,47782.08,6.17,5.79,4.99,15699.94
2015-02-04,49940.14,3.36,6.55,6.12,33502.56
2015-02-05,44527.28,7.55,2.07,5.18,32112.4
2015-02-06,22984.29,7.79,6.05,4.88,29016.18
2015-02-07,39526.21,3.39,6.69,6.02,42573.55
2015-02-08,59310.14,5.66,5.95,5.65,29195.63
2015-02-09,57182.46,4.52,2.65,7.43,44687.0
2015-02-10,16942.82,4.96,2.41,8.69,28804.55
2015-02-11,22416.67,3.9,2.1,5.08,15823.12
2015-02-12,20927.79,5.89,5.14,4.5,27525.55
2015-02-13,47669.1,7.79,5.15,7.67,18016.85
2015-02-14,51800.34,5.52,6.93,7.69,31705.41
2015-02-15,24608.01,3.41,3.99,9.31,34873.36
2015-02-16,37763.37,6.1,3.66,3.11,27458.36
2015-02-17,52831.64,4.7,5.12,8.97,15224.2
2015-02-18,47976.07,7.28,6.13,6.65,27465.17
2015-02-19,39400.67,5.17,6.68,7.35,14687.99
2015-02-20,41565.65,3.96,6.02,3.64,34510.16
2015-02-21,37876.22,3.96,4.13,6.03,38082.15
2015-02-22,28389.68,6.84,5.17,4.59,43758.55
2015-02-23,40425.99,4.33,6.28,4.78,16910.47
2015-02-24,45999.84,6.84,4.45,6.53,29569.87
2015-02-25,54299.53,4.03,3.08,8.69,30728.73
2015-02-26,43633.11,4.61,2.85,8.21,42441.73
2015-02-27,49250.47,5.33,2.0,7.14,32700.13
2015-02-28,22203.22,7.72,5.59,6.78,16801.82
2015-03-01,35770.09,7.66,2.56,5.99,26399.59
2015-03-02,15419.92,4.03,3.22,9.81,33607.16
2015-03-03,26100.55,4.79,3.49,6.92,35109.39
2015-03-04,47690.78,3.75,4.8,4.78,40481.44
2015-03-05,59631.45,5.55,3.99,4.61,17956.73
2015-03-06,19463.01,5.3,5.37,7.28,43400.89
2015-03-07,33067.24,7.5,2.28,6.66,13951.6
2015-03-08,51003.19,7.65,2.62,3.05,44464.15
2015-03-09,24181.6,4.92,4.5,8.81,40306.31
2015-03-10,39978.82,5.46,3.68,7.93,33789.0
2015-03-11,47988.21,7.48,3.48,7.63,36254.85
2015-03-12,42719.35,7.03,2.34,3.48,14398.84
2015-03-13,23461.11,3.02,6.48,5.53,13368.84
2015-03-14,30992.31,4.6,5.46,9.55,15358.27
2015-03-15,50270.63,5.11,2.61,9.04,14882.87
2015-03-16,39940.19,4.15,2.33,5.0,30063.58
2015-03-17,15235.33,4.0,6.87,4.1,19109.65
2015-03-18,49244.58,3.19,5.41,6.14,40386.79
2015-03-19,16589.01,6.22,4.09,5.49,26709.7
2015-03-20,48558.02,4.31,5.51,7.78,34951.85
2015-03-21,24111.63,3.26,5.78,9.77,33544.81
2015-03-22,58113.31,4.15,5.9,5.54,22555.15
2015-03-23,31557.33,7.01,4.39,3.44,20024.53
2015-03-24,29711.92,7.26,4.15,9.28,23301.06
2015-03-25,21699.96,5.42,2.06,3.27,38289.73
2015-03-26,28752.19,5.08,6.63,9.67,31347.14
2015-03-27,54449.28,7.89,5.02,7.65,20366.78
2015-03-28,59835.05,4.0,3.02,9.59,38988.93
2015-03-29,31573.93,4.08,6.6,4.4,13807.06
2015-03-30,35187.48,4.46,6.57,3.28,35073.05
2015-03-31,47493.19,3.86,6.95,6.42,26490.33
2015-04-01,54878.81,4.9,6.37,6.15,36132.58
2015-04-02,41687.0,7.55,6.99,5.32,42606.22
2015-04-03,32618.66,6.08,3.22,9.7,36751.13
2015-04-04,33567.98,5.06,6.21,8.76,26584.86
2015-04-05,46302.82,7.67,6.12,7.63,16982.2
2015-04-06,15144.82,3.24,3.15,4.14,38609.58
2015-04-07,42881.52,4.05,2.49,8.14,27203.28
2015-04-08,30997.19,5.83,6.9,8.09,14485.31
2015-04-09,50738.88,6.08,3.48,5.98,35728.83
2015-04-10,19184.58,3.2,6.35,9.47,21631.11
2015-04-11,41469.1,5.02,2.02,4.17,13613.31
2015-04-12,36643.78,6.25,2.11,4.87,41790.78
2015-04-13,43904.65,6.49,4.33,3.44,27942.34
2015-04-14,17918.41,6.19,3.19,8.57,21271.71
2015-04-15,41099.27,4.6,5.45,7.35,35640.76
2015-04-16,40266.81,3.47,4.83,5.2,41234.78
2015-04-17,40229.7,5.14,2.39,4.15,12010.13
2015-04-18,42156.94,3.64,2.81,3.28,34699.12
2015-04-19,45441.06,7.74,3.94,4.17,37311.39
2015-04-20,51224.5,5.38,2.93,6.17,18927.61
2015-04-21,27141.93,4.59,5.96,4.73,28157.59
2015-04-22,52127.22,6.83,4.08,4.81,14946.43
2015-04-23,37421.51,5.49,2.47,9.13,36642.75
2015-04-24,18467.62,4.55,4.42,6.61,39966.05
2015-04-25,17634.79,7.06,2.45,8.1,15570.16
2015-04-26,30040.72,7.34,2.64,3.25,38943.19
2015-04-27,50320.36,6.37,3.2,5.56,37461.82
2015-04-28,46845.64,3.23,6.3,6.35,23448.14
2015-04-29,50487.67,5.83,6.62,4.3,34779.55
2015-04-30,38277.11,6.82,6.13,3.84,12001.59
2015-05-01,34808.95,3.68,3.67,9.09,42749.32
2015-05-02,21635.36,4.14,3.36,9.58,30162.65
2015-05-03,29768.67,7.41,4.75,3.55,32471.18
2015-05-04,34530.87,3.1,5.61,5.44,33933.76
2015-05-05,18987.02,6.76,6.97,9.71,30525.18
2015-05-06,24927.54,5.37,2.66,3.58,40273.21
2015-05-07,41920.14,5.23,2.25,7.51,32120.16
2015-05-08,48104.84,3.04,5.47,9.81,41956.08
2015-05-09,59925.64,7.1,6.16,9.85,31216.94
2015-05-10,56990.1,4.8,6.23,6.3,17647.04
2015-05-11,43915.43,5.7,5.39,4.14,42147.56
2015-05-12,33956.16,6.39,6.77,4.41,34493.71
2015-05-13,43627.98,6.51,4.56,9.23,35074.89
2015-05-14,50354.32,7.78,6.57,9.38,44520.9
2015-05-15,20325.13,5.66,6.84,7.26,14481.49
2015-05-16,33445.72,5.0,6.24,8.36,26143.56
2015-05-17,52791.1,7.77,3.55,8.18,19890.15
2015-05-18,32272.48,6.21,2.98,7.63,32804.07
2015-05-19,40734.25,4.49,4.74,8.79,38624.79
2015-05-20,41449.62,3.63,4.27,7.8,43888.25
2015-05-21,23301.43,7.21,6.39,6.74,27001.67
2015-05-22,31300.59,4.81,2.5,4.66,37945.2
2015-05-23,30053.01,6.3,3.29,8.21,42262.7
2015-05-24,16178.85,5.35,5.76,6.31,34549.74
2015-05-25,16088.63,3.99,2.47,5.06,20010.17
2015-05-26,52426.37,6.01,3.6,8.61,32059.19
2015-05-27,27288.19,3.3,3.94,7.88,44008.42
2015-05-28,38313.54,5.07,5.11,9.56,44589.28
2015-05-29,28442.65,5.73,2.79,4.16,33197.87
2015-05-30,57330.57,5.18,6.3,7.54,41270.6
2015-05-31,26668.35,6.74,4.24,4.71,18611.53
2015-06-01,34334.56,7.14,6.59,9.33,20120.59
2015-06-02,54272.86,6.86,4.34,3.7,43445.29
2015-06-03,52887.01,3.19,3.38,7.59,16462.77
2015-06-04,23374.56,3.97,2.71,8.54,18306.51
2015-06-05,51118.95,5.68,2.02,5.48,25878.1
2015-06-06,35618.41,7.67,4.66,9.68,31456.28
2015-06-07,36733.6,7.17,2.54,8.96,31925.97
2015-06-08,21006.6,7.21,3.96,5.06,21635.21
2015-06-09,18627.07,4.52,4.95,3.05,42380.26
2015-06-10,47757.27,5.15,3.38,5.08,42198.3
2015-06-11,37340.75,5.35,2.88,4.97,24938.25
2015-06-12,34658.28,3.79,5.87,9.23,26331.63
2015-06-13,47827.87,3.16,6.73,9.77,35182.4
2015-06-14,49448.08,7.73,2.5,3.49,33878.86
2015-06-15,22150.87,4.2,2.78,6.3,24615.8
2015-06-16,42460.13,4.2,6.8,6.84,25670.06
2015-06-17,21090.93,3.42,2.19,3.65,23485.29
2015-06-18,48811.88,7.64,6.89,5.64,19767.71
2015-06-19,44562.98,5.9,2.02,5.22,27118.57
2015-06-20,58047.66,6.34,6.37,6.75,34652.33
2015-06-21,18103.11,7.56,3.54,7.63,36484.9
2015-06-22,17567.46,4.73,6.69,7.92,37702.83
2015-06-23,27698.42,6.11,3.58,3.96,24366.16
2015-06-24,26776.76,3.19,5.27,8.69,37232.99
2015-06-25,26114.05,3.93,2.4,7.75,12215.04
2015-06-26,55781.46,7.16,3.21,9.22,27742.65
2015-06-27,26229.58,6.83,5.87,6.15,38198.85
2015-06-28,27237.74,4.75,4.64,9.26,32791.48
2015-06-29,49172.92,4.88,6.64,9.06,27644.08
2015-06-30,35238.29,5.67,4.14,6.07,33273.19
2015-07-01,49951.98,3.0,6.35,5.67,41929.22
2015-07-02,17941.48,4.21,4.24,9.53,30690.6
2015-07-03,36940.7,4.04,6.9,8.01,38392.94
2015-07-04,16512.61,4.25,6.8,9.5,44364.51
2015-07-05,17819.39,7.03,3.65,8.58,35283.75
2015-07-06,55789.69,4.4,6.43,7.27,30919.75
2015-07-07,21266.04,3.96,6.24,3.81,13237.04
2015-07-08,38958.93,5.52,3.05,5.04,24357.77
2015-07-09,33499.3,7.33,5.12,9.78,30659.61
2015-07-10,30630.45,4.21,2.36,5.24,38307.82
2015-07-11,55492.5,3.39,6.18,3.65,26457.46
2015-07-12,15982.05,4.78,2.87,7.95,43681.92
2015-07-13,44870.54,6.74,2.35,8.14,20969.19
2015-07-14,58352.75,5.75,4.0,5.0,36570.72
2015-07-15,40207.57,7.08,4.88,5.08,25828.04
2015-07-16,57157.01,7.8,6.27,6.28,28037.62
2015-07-17,17351.6,6.96,6.87,3.15,38482.57
2015-07-18,33845.7,6.02,4.2,8.53,21775.1
2015-07-19,26707.1,5.47,2.3,5.22,15194.8
2015-07-20,47886.94,3.2,5.75,8.98,29168.43
2015-07-21,59158.37,7.92,4.83,8.62,29450.22
2015-07-22,26543.85,4.92,4.24,7.63,38306.54
2015-07-23,44437.86,3.76,3.55,5.27,43954.53
2015-07-24,23914.39,6.33,4.51,6.61,13824.92
2015-07-25,40439.86,4.42,3.69,6.11,31525.75
2015-07-26,35876.96,5.93,5.79,5.37,34482.19
2015-07-27,58740.24,5.93,4.72,8.94,44531.44
2015-07-28,42383.73,5.23,6.38,6.38,43105.48
2015-07-29,30727.79,7.18,4.72,8.83,35510.88
2015-07-30,20134.31,4.32,3.19,3.74,29219.05
2015-07-31,21806.11,5.24,6.26,3.99,17330.29
2015-08-01,25139.26,5.69,4.79,9.84,24677.83
2015-08-02,26293.5,6.32,3.03,7.11,31309.04
2015-08-03,53277.72,6.92,5.12,6.57,35931.61
2015-08-04,40255.03,4.97,3.79,6.66,32968.19
2015-08-05,38552.59,6.23,6.22,4.51,35566.05
2015-08-06,20164.6,3.75,4.27,8.03,26162.03
2015-08-07,53706.29,7.66,5.63,3.59,36011.7
2015-08-08,47526.64,4.92,2.48,7.01,16743.46
2015-08-09,18045.08,6.65,3.98,7.0,17365.35
2015-08-10,46852.58,3.1,6.92,9.4,17373.46
2015-08-11,39459.22,4.03,6.04,6.68,41398.54
2015-08-12,18677.64,5.44,2.8,3.96,14509.12
2015-08-13,35623.53,7.39,3.39,7.01,38449.78
2015-08-14,36811.33,5.64,3.65,3.64,19707.84
2015-08-15,22459.85,7.65,5.25,4.43,27458.19
2015-08-16,57556.42,5.42,5.78,3.22,42226.57
2015-08-17,53248.89,5.45,5.75,6.59,31335.93
2015-08-18,45106.01,3.6,4.55,3.59,18933.88
2015-08-19,35803.3,7.01,6.05,6.29,21374.97
2015-08-20,33529.45,4.23,4.19,9.53,42374.74
2015-08-21,44293.81,7.5,2.62,8.04,26095.75
2015-08-22,39544.43,7.55,4.82,3.54,31370.52
2015-08-23,17802.29,7.72,6.76,4.57,27177.76
2015-08-24,38062.62,5.6,5.96,7.72,24488.46
2015-08-25,51288.16,6.39,4.89,9.26,19368.21
2015-08-26,35665.79,6.89,5.23,3.23,34644.32
2015-08-27,17338.05,3.66,6.65,8.69,35701.99
2015-08-28,50382.52,6.0,4.14,6.93,21071.21
2015-08-29,24061.37,3.17,3.66,6.82,38037.36
2015-08-30,26637.94,5.49,6.89,9.7,40199.66
2015-08-31,22411.79,3.77,6.32,8.23,42382.28
2015-09-01,29859.68,3.91,3.62,8.95,17320.01
2015-09-02,49053.82,4.83,4.32,5.48,22029.48
2015-09-03,38372.36,5.16,4.08,6.88,40391.66
2015-09-04,24219.66,6.12,2.75,7.31,18551.83
2015-09-05,54502.35,3.37,6.79,5.25,12114.46
2015-09-06,54581.18,5.52,4.02,6.99,40737.3
2015-09-07,54176.03,3.91,6.38,4.66,22772.83
2015-09-08,25745.83,5.87,2.95,4.0,25678.42
2015-09-09,35305.77,6.19,4.74,5.62,26729.02
2015-09-10,59324.53,5.78,2.12,8.18,39993.06
2015-09-11,49740.56,6.69,5.82,9.41,23150.44
2015-09-12,16222.53,4.68,4.9,6.2,41445.24
2015-09-13,17934.21,6.83,5.13,7.5,32358.99
2015-09-14,35876.91,5.16,2.26,3.72,29400.46
2015-09-15,55914.91,5.42,3.06,9.33,22745.28
2015-09-16,39241.58,6.24,2.37,6.98,20042.49
